country,founded,id,industry,linkedin_url,locality,name,region,size,website
belgium,,fUWbodJ7d6VGBhkAB3oWCQGQQFMg,legal services,linkedin.com/company/celis-chris-notaris,brasschaat,celis chris notaris,flanders,1-10,
united states,,SohLn6dv9CuuqQcRgfQybAlSsHyt,,linkedin.com/company/law-offices-of-rock-o.-kendall,laguna niguel,law offices of rock o. kendall,california,1-10,dmv-law.com
united states,,16eVCpCJ3CiqTBj8Z7qeigAVERJW,legal services,linkedin.com/company/certatech-solutions,chicago,certatech solutions,illinois,1-10,certa.tech
serbia,2021,BmwsjN5iydL2XFieqIoQoAJCFKY8,legal services,linkedin.com/company/gclegaltax,,gclegaltax,,1-10,gclegaltax.com
france,,CEqVjNWpAmP77tBwChTLKAwTOV3V,law practice,linkedin.com/company/arkheom-avocats,paris,arkheom avocats,île-de-france,1-10,arkheomavocats.paris
italy,,9PkSxerAH5N98hr347Wnlw37oIsf,law practice,linkedin.com/company/studio-legale-lttu-associati,roma,studio legale lttu associati,lazio,11-50,lttuassociati.it
united states,,T0ga7FRVXeyS5oiIkRXCnws6u5xG,,linkedin.com/company/greenscape-lawncare-&-maintenance,alhambra,greenscape lawncare & maintenance,illinois,1-10,greenscapeslawn.net
spain,2016,pP73FtY25TyERNc5cx2dawQWBpPV,management consulting,linkedin.com/company/legal-reputation,madrid,legal reputation,community of madrid,1-10,legalreputation.net
netherlands,,hZesT3QRATuhYZI4wXoaNg5IZc4X,law practice,linkedin.com/company/vos-&-de-lange-advocaten,barendrecht,vos & de lange advocaten,south holland,11-50,vdladvocaten.nl
united states,2011,CQy8TiRNIV7eUdRFlD66Ow3fCAbI,law practice,linkedin.com/company/va-disability-group,portage,"va disability group, pllc",michigan,1-10,vadisabilitygroup.com
united states,,5b7Bo5vI45wrRxTF2wYawASRL7Ht,law practice,linkedin.com/company/law-office-of-julie-fields-llc,anchorage,"law office of julie fields, llc",alaska,1-10,juliefieldslaw.com
,2019,Rl4bCbYvGXoT8Hne9cBwvQu7O2KT,law practice,linkedin.com/company/mara-venditti,,mara venditti,,1-10,instagram.com/maravenditti.adv
indonesia,2018,3mvwLMUCvaoGMCQHxfMi2whrPh7c,think tanks,linkedin.com/company/president-university-business-law-association,cikarang,president university business law association,jakarta,1-10,
mexico,,RrBcBzRqxW34j1cgifi6Agj2db3k,law practice,linkedin.com/company/despacho-juridico-pg,juárez,despacho juridico pg,chihuahua,1-10,despacho-juridico-pg.negocio.site
united states,,bDBf6rghUWuEFSB8DXsa2wTfUXdD,law practice,linkedin.com/company/james-b.-wright-&-associates-p.c.,anchorage,"james b. wright & associates, p.c.",alaska,1-10,wright-law.com
united states,,TrSHiNEhpCKyAtUIFEEB8gIMoqWb,law practice,linkedin.com/company/david-h-lowe-iv,palm city,david h lowe iv,florida,1-10,
united states,2005,jd5SWIqVt7x3Mnye4sxFYwqtmOoj,law practice,linkedin.com/company/sherwoodtruitt,garden city,"sherwood & truitt law group, llc",new york,1-10,sherwoodtruitt.com
slovakia,,GKOUdIj5qiCyzVpBRWbwkAFnjf1x,law practice,linkedin.com/company/prachar-partners,bratislava-petržalka,prachar & partners,bratislava,1-10,prachar.sk
ecuador,2011,DRPxgquJSBtaJKaSppa42A2xgBtS,legal services,linkedin.com/company/legalis-asesores-ec,guayaquil,legalis asesores ecuador,guayas,11-50,legalis.ec
australia,,7ozxKTGRIFhxlh4HqlTHGwD0MScg,legal services,linkedin.com/company/geelong-lawyers,geelong,"geelong lawyers, barristers and solicitors",victoria,1-10,geelonglaw.com
united kingdom,,PRgOHB3YgHB28WgnVwJzMA9YPzyt,legal services,linkedin.com/company/sage-wills-limited,,sage wills limited,,1-10,sagewills.co.uk
finland,,WAaQjzWDK3sjTcIgVmR8pQ7h9SWk,legal services,linkedin.com/company/kotka-co-attorneys-ltd,pori,kotka & co. attorneys ltd,satakunta,1-10,kotkaco.fi
united states,,LjJyl4Dw2kv0Suc3yojMLwcwAXN9,mental health care,linkedin.com/company/affinity-counseling-wellness-pllc,winston salem,"affinity counseling & wellness, pllc",north carolina,1-10,
australia,,46tB4Bs4YYGYg1o8X9cKzwdpTfbX,restaurants,linkedin.com/company/the-illawarra-master-builders'-club-ltd,wollongong,the illawarra master builders' club ltd,new south wales,1-10,thebuilders.com.au
germany,,igSKb6q2Yrs1rE1bfNT0DwcTf5Wn,law practice,linkedin.com/company/arfmann-&-berger-rechtsanwälte,karlsruhe,arfmann & berger rechtsanwälte,baden-württemberg,1-10,arfmann-berger.de
united states,,geMhmykeveEtbMvTBN1fJwufkesq,,linkedin.com/company/triton-lawn,olathe,triton lawn,kansas,1-10,tritonlawn.com
united states,,4A0cChxYI5GRwSjuwJbULAPWCgc4,insurance,linkedin.com/company/lucas-lawns,medina,lucas lawns,ohio,1-10,lucaslawnandyard.com
united states,,oBUFKW57ZuoWCd95vISGTQOqaOWh,law practice,linkedin.com/company/carob-law-p-c,new york,"carob law, p.c.",new york,1-10,caroblaw.com
united states,,EdstofuOrfUxrOayhkFYzgjzVJhP,law practice,linkedin.com/company/reissig-builders,austin,reissig builders,texas,1-10,crbbuilders.com.au
united states,,ZT7Xyd4pn6ymD5DHjYsHwAqMgI7Z,law practice,linkedin.com/company/law-office-of-dick-harris-p.c.,abilene,"law office of dick harris, p.c.",texas,1-10,dharrislawfirm.com
united states,,Mt8fJkv1rocezP5CpdhmkQsTZJnA,law practice,linkedin.com/company/mediation-&-law-offices-of-david-f.-perry,,mediation & law offices of david f. perry,california,1-10,perrymediation-law.com
united states,,DMo9Zy2brnUPX4eWLZyPEAfUSXh4,legal services,linkedin.com/company/luther-collier-hodges-&-cash-llp,mobile,"luther, collier, hodges & cash, llp",alabama,11-50,
united kingdom,,GCrxFRC0bHg3m7fJmrqmbAkUc4jK,financial services,linkedin.com/company/lawson-independent-financial-services-ltd-,northampton,lawson independent financial services ltd.,england,1-10,
angola,2023,T0hMKkq1ugkpiC83IGAc3wivgpFV,law practice,linkedin.com/company/m-a-sociedade-de-advogados-rl,luanda,"m.a - sociedade de advogados, rl.",luanda province,11-50,
united states,,mH9sKdeYtJbmxDEeDLtQBQJqUAnQ,legal services,linkedin.com/company/steve-wilgers,yachats,steve wilgers,oregon,1-10,
philippines,,tSdOVFyJGGHznBPgyH99dA7SVsB8,information technology and services,linkedin.com/company/esquivel-it-solutions,,esquivel it solutions,,1-10,esquivelitsolutions.com
united kingdom,,teuKmAgX11rSNZzervQC6g3ZROsd,law practice,linkedin.com/company/rainbow-solicitors,london,rainbow solicitors,england,1-10,
united states,,yqnQB12QOsFbQgMgeeABowUn8W9P,,linkedin.com/company/lacamas-legal,camas,lacamas legal,washington,1-10,lacamaslegal.com
hungary,,G9Rrcknvu6oCsY4JGJ00BgqWnW3x,legal services,linkedin.com/company/tarján-ügyvédi-iroda,szentendre,tarján ügyvédi iroda,pest,1-10,drtarjan.hu
,2010,rpFEBxcqDKlNIKNnBbTTZQ2iO7jf,law practice,linkedin.com/company/dave-allen-law,,dave allen law,,1-10,daveallenlaw.com
canada,2017,UP9VVpBuYWeSnIXqvEE8wg2LocQZ,education management,linkedin.com/company/delaware-early-learning-centre,hamilton,delaware early learning centre,ontario,1-10,
brazil,,wfji6XcgTLYJfRjOl8WY7AyKRS60,legal services,linkedin.com/company/fudaba-&-curi-advogados,,fudaba & curi advogados,são paulo,1-10,fudabacuri.com.br
united states,,8SkZlJ5CpE2DFuptHzFyIADkHQt1,,linkedin.com/company/martyka-law,south milwaukee,martyka law,wisconsin,1-10,martykalaw.com
,2020,I6Du62eME5MwsmLb9q9BKQiyzJhI,computer games,linkedin.com/company/outlaw-softworks,,outlaw softworks,,1-10,outlawsoftworks.com
united states,,rrtwrv3bSkN43LHMtf2nsw4tZKuF,law practice,linkedin.com/company/thompson-becker-bothwell-llc,cherry hill,thompson becker bothwell llc,new jersey,11-50,
united states,,8v1bEBAFYx9A8rC6exrVwAwo2nAJ,consumer services,linkedin.com/company/genes-lawn-care,bulger,genes lawn care,pennsylvania,1-10,geneslawncare.com
united states,,IGm3IJggBrUCGu3Gzn2FUAdOglpD,chemicals,linkedin.com/company/lawrence-sanitary-co,,lawrence sanitary co,virginia,1-10,lawrencesanitary.com
spain,,mZa5lJUeUhPCO2Xz0YnXpAHmGLTU,legal services,linkedin.com/company/alastrue-moreno-slp,torrelodones,alastrue moreno slp,community of madrid,1-10,
united kingdom,1988,iZCOZluPCVBvk7wLD5cA6gT51PS5,,linkedin.com/company/eversheds-legal-services-limited,manchester,eversheds legal services limited,england,1-10,
united states,,qG08L9P5GSCwHUpYY3GpHw4OGAAf,law practice,linkedin.com/company/manus-law-offices,sterling,manus law offices,illinois,1-10,manuslawoffices.com
brazil,,VXOFyokGVfPPQj4P1AWlMwsy2P2u,law practice,linkedin.com/company/odorizzi-advocacia,jaraguá do sul,odorizzi advocacia,santa catarina,1-10,odorizziadvocacia.com.br
united states,,IbY6T0Z8ZDq1CmKKCF2BPgMAsEg8,law practice,linkedin.com/company/beroset-and-keene-attorneys-at-law,pensacola,beroset and keene attorneys at law,florida,1-10,berosetkeene.com
united states,,0Zm8BpBPqNTbCQryLojS3Q3ogM19,law practice,linkedin.com/company/webber-meyers-sappington-llc,weatogue,meyers sappington law,connecticut,1-10,wmslegal.com
france,1991,gGnXpmR7O8XZBNRq3CDNDALpAHNm,law practice,linkedin.com/company/ingl-se-marin-&-associ-s,toulon,imavocats,provence-alpes-côte d'azur,11-50,imavocats.fr
united states,2007,uWlzmW0NCBPDLkzvetnnOAcWDQYc,law practice,linkedin.com/company/page-&-jorgensen-llp,irvine,page & jorgensen llp,california,1-10,pj-law.com
,,8urMWjRBtpBrOG3G7DJvTQDjSFFR,legal services,linkedin.com/company/lancione-partners-lawyers-pty-ltd,,lancione partners lawyers pty ltd,,1-10,
australia,,jyr12oXJAGTcINsa9EPphgjxCqHL,legal services,linkedin.com/company/harman-settlement-service,ellenbrook,harman settlement service,western australia,1-10,harmansetts.com.au
portugal,,pgmc8Cgdx5woX2dCzkrhggMDbwb3,legal services,linkedin.com/company/aecops-associação-de-empresas-de-construção-e-obras-públicas,,aecops-associação de empresas de construção e obras públicas,lisboa,11-50,
united kingdom,,wQ9CwdkuDcx3al1SPBOddAhWXilE,law practice,linkedin.com/company/christine-sharp,,christine sharp,,1-10,christinesharp.co.uk
canada,1997,R8eiMq2ydhOQa95dF8gi3A3UbWum,financial services,linkedin.com/company/counsel-portfolio-services,mississauga,counsel portfolio services,ontario,51-200,counselservices.com
united states,,CIqY8sBPH9PmQeaR9oHxSA9iUrXy,law practice,linkedin.com/company/price-law-firm-alabama,huntsville,"price law firm, p.c.",alabama,1-10,priceandflowers.com
,2024,GAb5NCqF0LBLEBs0CyKJlA2AGANV,legal services,linkedin.com/company/lexis-link,,lexis link,,1-10,
spain,,SNNuzOH2xgiv4QcbBfpRaARz9zeQ,legal services,linkedin.com/company/alfa-juridico-deportivo-sl,valencia,alfa juridico deportivo sl,valencian community,1-10,
czechia,2007,jHNBOjpzqlWh5cBAw7coHAzufA7s,legal services,linkedin.com/company/akschejbal,brno-brno město,"schejbal & partners, advokátní kancelář",jihomoravský kraj,11-50,akschejbal.cz
germany,,eUbrxWATVgPjnKR6rRycbAViIpZz,law practice,linkedin.com/company/kanzlei-rohpeter,kassel,kanzlei rohpeter,hesse,1-10,medizinrechtskanzlei.net
united kingdom,,KZ3pcBck3LcneeZAzwW0TgUZXKWq,law practice,linkedin.com/company/hancock-quins-limited,watford,hancock quins limited,england,11-50,hancockquins.co.uk
spain,,5CBbJeFcwttoN7dHJp6nggLEkTmH,,linkedin.com/company/la-esquina-de-chinorros,fuengirola,la esquina de chinorros,andalusia,1-10,laesquinadechinorros.com
united states,,08hcYluhdWRpZq6i6nrAxQve0FpD,law practice,linkedin.com/company/travis-gagnier-attorney-at-law,federal way,"travis gagnier, attorney at law",washington,1-10,bestbk.com
brazil,,Cssa8iTrhuagkJ1BP6dBhA6Q1EFH,law practice,linkedin.com/company/preussler-advocacia,caxias do sul,preussler advocacia,rio grande do sul,1-10,preussler.adv.br
canada,,u0VzcBCN50XqznJyJKgNpQa657tA,management consulting,linkedin.com/company/angela-slade-counselling,lantzville,angela slade counselling,british columbia,1-10,angelaslade.com
,,vA5PU1dy9LUEihEC4Cs8sQAChlEV,mental health care,linkedin.com/company/pillar-counseling-and-research,,pillar counseling and research,,1-10,presert.com
poland,1995,L6U8GH831y2O6yvDg9vUWwxwF5oD,legal services,linkedin.com/company/trustee-services-limtied,warszawa,trustee services ltd,masovian,11-50,trusteeserviceslimited.com
south africa,1950,4EaPFrjbNiGe3pbngYsKaQhncxaA,law practice,linkedin.com/company/lester-hall-fletcher-inc-,kloof,"lester hall, fletcher inc.",kwazulu-natal,11-50,lesterhall.co.za
united states,,DsjVaBK3lwKsS3ElKZXTjAZ8fsaF,legal services,linkedin.com/company/varsity-management-inc,ann arbor,varsity management inc,michigan,201-500,
united kingdom,1857,fbKp53qNpor0vIUBehEEoQUfxve0,law practice,linkedin.com/company/tayntons,gloucester,tayntons,england,51-200,tayntons.co.uk
united states,,RqrwqBgnhHFpTbF7fDb8mwVWIibx,medical practice,linkedin.com/company/mt-pleasant-counseling,mount pleasant,mt pleasant counseling,michigan,1-10,
australia,,BoMTbuAnaf5h4Pe7sBOGgQW6MGNU,,linkedin.com/company/trade-coast-legal,ascot,trade coast legal,queensland,1-10,tradecoastlegal.com.au
united states,,tiJ1yCcgKt0s3sJPFqUhuggDLved,medical practice,linkedin.com/company/essence-counseling-services-llc,miles city,essence counseling services llc,montana,1-10,
france,,CUx4tGfhASC2RmBNw4J9Wgfdq6yi,legal services,linkedin.com/company/gaëlle-esposito-huissier-à,trévoux,"gaëlle esposito, huissier à",auvergne-rhône-alpes,1-10,gaelle-esposito-huissier.business.site
germany,,5TBpnncaRzUzxJkMbYb39QmEx8jq,law practice,linkedin.com/company/kanzlei-bludau,nürnberg,kanzlei bludau,bavaria,1-10,kanzlei-bludau.de
united states,2010,5ukekPYBiVdkYQ442llZnQ7MGQuV,law practice,linkedin.com/company/emerson-straw-pl,,emerson straw pl,florida,1-10,emersonstraw.com
brazil,,RBaxBCyFM6evKGrrkLW7iAkUCHp0,legal services,linkedin.com/company/santos-&-cogo-advogados,nova andradina,santos & cogo advogados,mato grosso do sul,1-10,santosecogo.com.br
united states,2005,P7fjBTj8jkISvptZNOlsCAtX4UG4,legal services,linkedin.com/company/oxford-law-solutions,fort lauderdale,oxford law solutions,florida,1-10,oxfordlawsolutions.com
germany,,5KO3LQOQH3K5oJcO7ZUVHgb2S4hn,law practice,linkedin.com/company/rechtsanwälte-simoneit-&-skodda,wismar,rechtsanwälte simoneit & skodda,mecklenburg-vorpommern,1-10,simoneit-skodda.de
united states,2010,AAXHHROgwSoVrBwhexgJ1QwMPnNB,law practice,linkedin.com/company/law-office-of-fredrick-w.-voigtmann,arcadia,law office of fredrick w. voigtmann,california,1-10,
united states,,IXF1l2gQfY1RnECWX79F6wrhe5Wu,law practice,linkedin.com/company/saretsky-katz-drannof-&-glass,new york,saretsky katz dranoff & glass,new york,11-50,skdglaw.com
united states,2002,nNkdFhfNpBE6yDYEQp8clgjFjxli,law practice,linkedin.com/company/llminc,austin,"llm, inc.",texas,11-50,liquidlitigation.com
germany,,anY1Gnc3wgUjP1U4mbZzFwauel1d,law practice,linkedin.com/company/trump-&-wedemeyer-rechtsanwälte,hannover,trump & wedemeyer rechtsanwälte,lower saxony,1-10,trump-wedemeyer.de
italy,,c2JuCnvurmiHLrxpj6piCAO2h0pt,legal services,linkedin.com/company/keryos-s.r.l.-in-liquidazione,,keryos s.r.l. in liquidazione,lombardy,51-200,
australia,2019,e7N340oTXBfvbuXBdp63iQtNpjM4,"health, wellness and fitness",linkedin.com/company/flawlessli-you,brisbane,flawlessli you,queensland,1-10,
austria,2019,unpHwxD75HoexBuAoWaGLgHiJN6P,law practice,linkedin.com/company/aspida---sudi-siarlidis-huber-ehß-rechtsanwälte-og,semriach,muora,steiermark,1-10,muora.at
united kingdom,,JFKLQZDdIVwXmW3mZvihEA4w6EQp,,linkedin.com/company/kr-law-limited,harrow,kr law limited,england,1-10,
new zealand,,QkQ5sQfTCCSMeWqkTtRi8APTbk5k,law practice,linkedin.com/company/buddle-findlay,auckland,buddle findlay,auckland,201-500,buddlefindlay.com
united states,2004,CDbKntatpLVVrfLUaeXx1wvbLv4s,law practice,linkedin.com/company/wolf-elder-law,tampa,wolf elder law,florida,1-10,wolfelderlaw.com
india,2020,qIy1sieNkv9fGIpMDd2nygLIchRy,writing and editing,linkedin.com/company/flawless-resume,noida,flawless resume,uttar pradesh,1-10,flawlessresume.com
,,GylK3LC66FJAceAMzwNEZwE5la3v,legal services,linkedin.com/company/mrabogados,,mrabogados,,1-10,mtndental.com
brazil,,OtP8Q1oM9Y9HKflnsb8UngFwHLeU,legal services,linkedin.com/company/paulo-ott-advogados,alagoinhas,paulo ott advogados,bahia,1-10,pauloottadvogados.com.br
,,vyuFBfIuEosrYHcLgzUIIgIyVp2d,legal services,linkedin.com/company/legalu-colombia,,legalu.colombia,,1-10,instagram.com/legalu.colombia
united kingdom,1947,VjXTzZkjYeGZVqmBPEOyCAFRSSYr,law practice,linkedin.com/company/canter-levin-&-berg,liverpool,canter levin and berg solicitors,england,11-50,canter-law.co.uk
belgium,,hbjwmtmsudYhwfPl0mF3QAmkScmx,legal services,linkedin.com/company/mariens-&-de-booseré-geassocieerde-notarissen,kortenberg,"mariens & de booseré, geassocieerde notarissen",flanders,1-10,
georgia,2016,AEUqLRrliBcylGjs72N0EQAV7pms,legal services,linkedin.com/company/law-firm-legal-tax-accounting-services-in-georgia,tbilisi,lta,tbilisi,11-50,lta.ge
turkey,,43EfVIiALic6jU65xFJIrQettTmC,legal services,linkedin.com/company/goyenckiltan,üsküdar,göyenç | kiltan avukatlık bürosu,istanbul,1-10,goyenckiltan.av.tr
united states,,qDpKnw3X7lO1X1LhQP5aXgLkTK75,legal services,linkedin.com/company/ht-law,florence,ht law,south carolina,11-50,
united states,,0lUpLMS8Q1KCCVW2iLteCAUih4Oy,law practice,linkedin.com/company/schuttler-&-greenberg-llc,boca raton,"law offices of schuttler, greenberg & mullins, llc",florida,1-10,
united states,2010,Quv3KZqoMKKCCS5HR88ZmAMuBRa5,law practice,linkedin.com/company/the-law-offices-of-joseph-h.-nivin,forest hills,"the law offices of joseph h. nivin, p.c.",new york,1-10,nivinlaw.com
united states,,Z2GUt4cBGtnxbSqruJC1VghBOupL,,linkedin.com/company/organic-lawn-care-institute,amherst,organic lawn care institute,new hampshire,1-10,organiclawncareinstitute.com
united states,,CDbtSpZslbKZhYkdOm71zgeIndd1,,linkedin.com/company/chimienti-law-firm,los angeles,chimienti law firm,california,1-10,
united states,1961,HDlextVTWZmOmowSTdUXcAntMdhA,law practice,linkedin.com/company/robbinsdimonte,park ridge,"robbins dimonte, ltd.",illinois,51-200,dimontelaw.com
australia,2006,WiXC0qlTBJCVk6QH3zWUgwqVsDI9,legal services,linkedin.com/company/rosana-tyler-solicitor,sydenham,rosana tyler solicitor,new south wales,1-10,rosanatyler.com.au
argentina,2007,OCrSxokm4KHRKCYMhk1kZAtKvxR8,computer software,linkedin.com/company/esquelactivo,esquel,esquel activo,chubut,1-10,esquelactivo.com
netherlands,,JGuLraFkOmB6IlAgHlD4hg4kaG9Y,professional training & coaching,linkedin.com/company/gaea-coaching-&-counselling,badhoevedorp,gaea coaching & counselling,north holland,1-10,gaeacoaching.nl
norway,,2CSUtalsDvJRF7LEFZTCKgTKYGRB,legal services,linkedin.com/company/advokat-hege-veland,stavanger,advokat hege veland,rogaland,1-10,
united states,2023,vSNBrBlpX1Nr6v2y1gq2xQAPCjUp,law practice,linkedin.com/company/goldin-law-group-p-c,jenkintown,"goldin law group, p.c.",pennsylvania,1-10,glgphilly.com
canada,,kPIT3gRsCT0YhW5qsP9K1A3GAi8R,legal services,linkedin.com/company/pomer-&-boccia-professional-corporation,vaughan,pomer & boccia professional corporation,ontario,1-10,redruplaw.com
poland,,kDBBlGysV2huSBSkcUQIwg1MttsV,legal services,linkedin.com/company/kancelaria-mm,wadowice,kancelaria mm,lesser poland,1-10,kancelariamm.pl
south africa,2013,i0rLtsoan4nhUGoqOWFg6AZp6Zj4,law practice,linkedin.com/company/thulamela-chambers,,thulamela chambers,,51-200,
united states,,becWgkYVWzeE7wv9aXQkogJlWiWR,law practice,linkedin.com/company/thomas-fregiato-myser-hanson,bridgeport,thomas fregiato myser hanson,ohio,1-10,
canada,,NSKCdU6TRbJpOQyrqCdxLw6HjHPh,legal services,linkedin.com/company/h.-murillo-canada-immigration-solutions,kanata,h. murillo canada immigration solutions,ontario,1-10,hernandomurillo.com
united states,1972,tkYp4NEB3BVfQ55fYBIKBwyxkIPm,insurance,linkedin.com/company/u-s-legal-services-inc-,jacksonville,"u.s. legal services, inc.",florida,11-50,uslegalservices.net
australia,2014,sRX9OaYz3reoCuqoJ55nrQv2k4pi,legal services,linkedin.com/company/the-later-law-students-network,carlton,the later law students' network,victoria,11-50,laterlaw.com
